"DATE","WIN1","WIN2","LOSS1","LOSS2","WINSCORE","LOSSSCORE","POINTS"
"20150211","8","100","143","132","21","18","12"
"20150211","8","143","70","132","21","9","18"
"20150211","70","100","15","166","21","10","12"
"20150211","166","100","15","48","21","18","25"
"20150211","143","48","15","70","21","15","28"
"20150211","48","166","70","7","21","16","28"
"20150211","15","166","70","7","21","14","29"
"20150211","15","100","102","133","21","12","21"
"20150211","143","166","100","132","24","22","22"
"20150211","143","132","133","102","21","18","26"
"20150211","70","48","15","8","21","9","20"
"20150211","70","132","15","166","21","6","14"
"20150211","87","113","3","4","21","19","17"
"20150211","8","48","70","15","21","15","19"
"20150211","4","52","113","3","21","16","29"
"20150211","52","113","3","4","21","16","17"
"20150211","70","48","15","132","21","14","13"
"20150211","3","87","4","52","21","18","22"
"20150211","3","4","87","113","21","17","24"
"20150211","113","87","4","3","21","18","17"
"20150211","8","15","166","132","21","13","10"
"20150211","70","100","15","132","21","18","13"
"20150211","4","113","3","52","21","12","11"
"20150211","4","87","3","52","21","16","17"
"20150211","4","87","3","113","21","16","28"
"20150207","165","100","70","8","21","18","48"
"20150207","15","142","48","143","21","13","29"
"20150207","15","142","166","143","21","8","23"
"20150207","165","100","70","11","21","18","43"
"20150207","70","11","8","165","21","18","15"
"20150207","137","87","3","52","21","8","20"
"20150207","8","143","48","142","24","22","11"
"20150207","11","100","165","15","21","18","14"
"20150207","11","100","70","166","21","16","21"
"20150207","3","4","87","102","21","18","13"
"20150207","143","48","142","15","21","18","14"
"20150207","143","48","48","166","21","17","18"
"20150207","8","70","165","100","21","15","8"
"20150207","15","142","48","143","21","17","29"
"20150207","52","87","3","4","21","16","29"
"20150207","52","4","3","137","21","16","20"
"20150207","52","3","137","102","21","16","17"
"20150207","52","87","137","102","21","16","20"
"20150207","143","15","48","142","21","18","16"
"20150207","3","87","4","165","21","13","13"
"20150207","11","137","70","100","21","16","11"
"20150207","70","100","8","11","21","18","26"
"20150207","4","87","52","102","21","12","14"
"20150207","4","102","3","137","21","13","22"
"20150131","3","113","4","52","21","16","13"
"20150131","4","137","3","113","21","16","27"
"20150131","15","48","135","133","21","18","11"
"20150131","48","15","143","135","21","14","19"
"20150131","8","70","11","102","21","10","21"
"20150131","135","48","100","143","21","19","19"
"20150131","137","113","4","52","21","19","14"
"20150131","137","113","3","52","21","17","13"
"20150131","137","52","3","4","21","17","27"
"20150131","8","15","11","70","21","16","26"
"20150131","143","135","102","133","21","17","24"
"20150131","3","4","113","137","21","11","25"
"20150131","102","133","135","48","21","18","18"
"20150131","102","100","70","8","21","18","25"
"20150131","11","15","102","133","21","15","18"
"20150131","11","70","15","100","21","16","10"
"20150131","11","8","70","100","21","17","16"
"20150131","15","48","143","135","21","14","19"
"20150131","102","133","100","70","21","19","25"
"20150131","15","4","48","143","21","12","8"
"20150131","70","100","102","11","21","18","29"
"20150131","52","113","3","4","21","16","18"
"20150131","3","52","113","137","21","18","32"
"20150124","3","113","4","137","21","14","15"
"20150124","15","135","132","142","21","19","14"
"20150124","8","70","11","143","21","14","14"
"20150124","8","70","119","143","21","12","16"
"20150124","15","142","48","135","21","12","30"
"20150124","143","70","11","119","22","20","27"
"20150124","132","48","142","150","21","14","8"
"20150124","4","137","3","113","21","18","28"
"20150124","3","113","4","137","21","18","15"
"20150124","11","70","8","15","22","20","15"
"20150124","70","119","11","48","21","15","13"
"20150124","135","142","143","132","21","18","27"
"20150124","11","119","15","48","23","21","10"
"20150124","8","48","70","119","21","16","28"
"20150124","143","132","142","150","21","10","9"
"20150124","137","4","3","113","21","16","28"
"20150124","137","113","3","4","21","8","16"
"20150117","15","132","48","68","21","13","23"
"20150117","137","52","3","70","21","19","18"
"20150117","8","143","11","100","22","20","19"
"20150117","8","14","11","143","21","15","16"
"20150117","48","132","68","15","21","9","18"
"20150117","102","4","52","137","21","19","19"
"20150117","4","3","102","70","21","17","10"
"20150117","14","11","143","100","21","15","12"
"20150117","14","143","8","100","21","5","21"
"20150117","137","3","52","70","21","15","13"
"20150117","102","100","143","132","21","19","11"
"20150117","15","150","132","68","21","15","27"
"20150117","11","68","15","48","21","15","16"
"20150117","3","4","52","137","21","17","15"
"20150117","8","14","143","100","21","14","12"
"20150117","68","48","132","150","21","16","11"
"20150117","137","3","52","70","21","17","13"
"20150117","137","4","70","102","21","9","11"
"20150117","143","11","14","15","21","14","18"
"20150117","143","8","11","14","21","18","23"
"20150117","68","100","150","132","21","19","12"
"20150117","8","48","11","14","21","17","23"
"20150117","4","52","137","102","21","14","16"
"20150117","3","70","137","102","21","18","21"
"20150117","14","15","48","11","21","18","23"
"20150117","100","48","68","143","21","14","18"
"20150117","3","4","52","70","21","18","12"
"20150117","8","11","14","15","21","17","13"
"20150117","14","48","11","15","21","17","20"
"20150117","3","4","52","102","21","17","13"
"20150117","8","11","48","15","21","14","11"
"20150117","11","48","14","143","21","16","18"
"20150117","14","68","48","100","21","16","18"
"20150117","102","4","3","70","21","17","17"
"20150117","102","4","52","70","21","16","15"
"20150117","102","3","4","70","21","13","20"
"20150117","11","132","15","143","21","16","16"
"20150117","132","15","52","68","21","19","43"
"20150117","132","48","14","68","21","14","25"
"20150110","137","113","3","4","21","15","16"
"20150110","70","102","8","11","21","15","16"
"20150110","26","15","142","48","21","18","33"
"20150110","15","142","26","150","21","12","9"
"20150110","3","113","52","137","21","19","12"
"20150110","113","52","3","4","21","19","17"
"20150110","8","102","100","11","21","14","12"
"20150110","102","11","70","8","21","17","19"
"20150110","102","70","100","11","21","16","12"
"20150110","100","70","8","11","21","19","26"
"20150110","70","11","8","102","21","18","23"
"20150110","70","11","102","100","21","10","17"
"20150110","15","142","48","26","21","12","20"
"20150110","15","48","142","26","21","12","7"
"20150110","15","142","48","26","21","13","20"
"20150110","3","137","113","52","21","19","27"
"20150110","3","52","4","137","21","19","24"
"20150110","4","52","113","137","21","19","29"
"20150110","137","4","3","113","21","11","28"
"20150110","102","100","70","11","21","19","23"
"20150110","15","142","48","26","21","15","20"
"20150110","15","48","142","150","21","19","8"
"20141227","3","4","113","52","21","18","24"
"20141227","4","113","102","137","21","13","10"
"20141227","11","70","8","14","21","16","18"
"20141227","11","14","70","143","21","12","17"
"20141227","106","150","142","133","21","12","15"
"20141227","11","70","14","15","21","15","11"
"20141227","8","70","15","143","21","12","8"
"20141227","52","102","3","137","21","16","28"
"20141227","15","132","143","133","21","13","17"
"20141227","8","143","11","14","21","12","25"
"20141227","3","4","52","102","21","18","13"
"20141227","3","113","4","137","21","18","14"
"20141227","143","15","11","70","21","14","48"
"20141227","102","137","113","52","21","15","35"
"20141227","15","143","11","70","21","17","48"
"20141227","15","70","11","14","21","15","26"
"20141227","11","143","8","70","21","17","30"
"20141227","102","113","3","4","21","16","18"
"20141227","3","4","52","137","21","15","16"
"20141227","15","132","142","133","21","11","12"
"20141220","3","113","4","102","21","16","13"
"20141220","3","113","52","137","21","11","12"
"20141220","143","132","15","26","21","11","12"
"20141220","70","100","11","8","21","18","25"
"20141220","70","100","11","14","21","18","23"
"20141220","102","137","4","52","21","18","26"
"20141220","70","11","8","100","21","15","15"
"20141220","11","8","70","143","21","11","16"
"20141220","137","113","4","3","21","18","16"
"20141220","48","150","15","133","21","15","16"
"20141220","15","132","48","26","21","15","18"
"20141220","52","113","4","102","21","14","14"
"20141220","11","48","70","143","21","18","20"
"20141220","133","132","26","150","21","18","12"
"20141220","3","52","102","137","21","13","17"
"20141220","3","52","113","100","21","11","20"
"20141220","8","11","70","14","21","19","20"
"20141220","14","48","15","143","21","18","12"
"20141220","133","132","26","150","22","20","12"
"20141220","137","113","4","102","21","18","13"
"20141220","137","113","52","3","21","18","13"
"20141220","143","48","15","26","21","10","9"
"20141220","11","100","70","8","21","19","31"
"20141220","11","70","14","100","21","15","13"
"20141220","3","52","4","102","21","17","20"
"20141220","8","11","15","48","21","18","10"
"20141220","3","113","4","102","21","18","13"
"20141220","143","132","48","26","21","8","16"
"20141220","143","48","15","26","21","12","9"
"20141220","3","113","4","102","21","8","13"
"20141220","52","133","48","132","21","17","13"
"20141220","14","143","15","8","21","18","21"
"20141220","3","11","4","70","21","19","25"
"20141220","4","70","3","11","22","20","16"
"20141220","133","102","48","15","21","18","17"
"20141220","11","48","102","133","21","10","16"
"20141220","102","70","48","11","22","20","13"
"20141220","4","113","3","52","21","19","11"
"20141220","4","113","3","52","21","16","11"
"20141220","4","26","15","143","21","17","9"
"20141220","15","48","26","132","21","16","10"
"20141206","70","119","11","52","21","18","22"
"20141206","70","119","11","15","21","12","11"
"20141206","142","133","26","48","21","16","40"
"20141206","3","4","113","102","21","17","21"
"20141206","119","14","70","48","21","19","17"
"20141206","11","15","8","100","21","15","23"
"20141206","11","8","15","102","21","12","16"
"20141206","142","133","100","150","21","16","35"
"20141206","119","48","15","70","21","5","17"
"20141206","52","4","3","113","21","16","29"
"20141206","52","113","3","102","21","16","12"
"20141206","11","119","8","70","21","16","22"
"20141206","113","100","4","52","24","22","23"
"20141206","113","100","4","3","21","18","27"
"20141206","119","48","15","26","21","16","7"
"20141206","11","133","52","150","23","21","36"
"20141206","113","100","4","3","21","14","27"
"20141206","113","4","3","52","21","16","12"
"20141206","113","4","52","102","21","14","9"
"20141206","119","143","48","11","21","15","19"
"20141206","102","137","3","4","21","18","31"
"20141206","52","4","113","70","21","16","22"
"20141206","52","113","137","102","21","16","11"
"20141206","11","119","8","70","21","19","22"
"20141206","11","70","119","8","21","15","22"
"20141206","11","119","15","26","21","17","6"
"20141206","137","102","3","113","21","17","39"
"20141206","70","48","4","143","21","17","31"
"20141206","4","3","102","137","21","15","13"
"20141206","143","100","48","133","21","14","14"
"20141206","26","100","48","133","21","17","22"
"20141206","26","100","142","133","21","12","12"
"20141206","142","100","26","15","21","19","17"
"20141206","137","4","52","113","21","15","25"
"20141206","48","143","142","26","21","17","7"
"20141206","8","15","11","119","25","23","29"
"20141206","52","102","3","4","21","18","33"
"20141206","133","142","100","150","23","21","35"
"20141206","8","48","11","70","21","19","24"
"20141206","113","102","3","137","21","19","17"
"20141206","11","119","15","70","21","9","15"
"20141206","133","143","100","150","22","20","22"
"20141206","119","100","142","26","22","20","5"
"20141206","142","100","15","26","21","12","17"
"20141206","70","48","8","119","21","16","26"
"20141206","3","4","52","113","21","18","23"
"20141206","113","100","4","102","21","19","21"
"20141129","143","15","48","150","21","18","17"
"20141129","8","70","14","6","21","19","13"
"20141129","142","100","133","15","21","16","15"
"20141129","70","138","15","119","21","12","20"
"20141129","3","4","52","102","21","14","12"
"20141129","113","15","3","4","21","19","28"
"20141129","143","48","142","150","21","11","9"
"20141129","14","6","8","138","21","13","20"
"20141129","102","113","157","52","21","17","13"
"20141129","133","48","15","100","21","19","30"
"20141129","70","14","11","119","21","18","21"
"20141129","113","157","3","52","21","19","16"
"20141129","113","157","4","102","21","18","15"
"20141129","143","100","48","15","21","17","21"
"20141129","150","143","133","142","21","14","11"
"20141129","11","70","14","138","21","13","13"
"20141129","8","70","6","119","21","12","16"
"20141129","150","100","142","133","21","15","10"
"20141129","15","48","143","26","21","8","12"
"20141129","4","102","52","3","21","17","22"
"20141129","11","6","14","138","27","25","17"
"20141129","4","157","3","102","21","19","18"
"20141129","4","113","157","52","21","15","10"
"20141129","15","48","133","142","21","15","7"
"20141129","142","133","100","150","21","17","40"
"20141129","113","3","52","102","21","15","10"
"20141129","8","119","70","11","21","18","19"
"20141129","4","3","157","102","21","15","11"
"20141129","119","6","14","138","21","17","16"
"20141129","143","48","100","15","21","9","18"
"20141129","143","100","26","142","21","14","9"
"20141129","4","113","3","52","21","10","13"
"20141129","113","52","157","102","21","16","9"
"20141129","14","70","8","11","21","17","20"
"20141129","48","143","142","133","21","17","7"
"20141129","142","133","26","150","21","18","23"
"20141129","70","119","138","6","21","12","9"
"20141129","102","157","52","4","21","17","33"
"20141129","102","157","3","113","21","18","48"
"20141129","15","143","48","100","21","18","25"
"20141129","8","119","11","14","21","16","17"
"20141129","137","52","3","113","21","10","34"
"20141129","138","70","6","11","21","11","20"
"20141129","142","143","150","15","21","9","19"
"20141129","8","119","70","14","25","23","18"
"20141129","113","3","137","4","21","16","14"
"20141129","48","133","100","26","21","16","21"
"20141129","14","11","6","138","21","5","11"
"20141129","3","157","52","102","21","16","17"
"20141129","15","48","142","143","21","16","13"
"20141129","8","70","11","119","25","23","20"
"20141129","15","48","100","133","21","13","11"
"20141129","119","138","6","14","21","15","19"
"20141129","48","26","143","142","21","11","18"
"20141129","138","6","70","11","21","17","40"
"20141129","15","143","133","142","21","15","8"
"20141129","3","4","52","102","21","16","12"
"20141129","4","157","113","137","21","16","30"
"20141122","3","4","102","52","21","13","13"
"20141122","4","113","3","137","21","19","13"
"20141122","11","138","14","8","21","14","30"
"20141122","143","132","26","150","21","11","9"
"20141122","143","15","142","133","21","12","8"
"20141122","70","138","6","11","21","19","21"
"20141122","70","8","14","48","21","15","15"
"20141122","15","143","133","142","21","15","8"
"20141122","52","113","102","137","21","16","11"
"20141122","8","6","11","138","27","25","17"
"20141122","26","143","133","142","21","15","12"
"20141122","102","4","3","52","21","18","22"
"20141122","70","6","14","48","21","14","19"
"20141122","113","52","3","137","21","14","15"
"20141122","113","137","4","102","23","21","13"
"20141122","8","14","11","138","21","16","13"
"20141122","26","132","15","143","21","16","37"
"20141122","3","137","52","102","21","10","15"
"20141122","70","48","11","6","21","19","18"
"20141122","3","4","137","113","21","19","24"
"20141122","70","14","8","138","21","14","14"
"20141122","15","143","26","132","21","14","11"
"20141122","150","15","143","133","21","13","17"
"20141122","3","52","113","102","21","15","25"
"20141122","11","138","48","6","22","20","18"
"20141122","143","15","142","26","21","18","8"
"20141122","8","6","70","14","21","13","26"
"20141122","3","113","102","137","22","20","10"
"20141122","102","137","4","52","21","17","27"
"20141122","11","14","48","138","22","20","11"
"20141122","137","113","4","52","21","16","15"
"20141122","26","100","15","143","21","18","32"
"20141122","8","48","6","70","21","16","20"
"20141122","4","52","3","102","21","13","17"
"20141122","11","138","14","70","21","13","31"
"20141122","3","137","113","102","21","13","24"
"20141122","26","142","15","100","21","18","52"
"20141122","138","6","48","8","21","14","32"
"20141122","4","52","137","113","21","19","27"
"20141122","142","100","133","132","21","18","16"
"20141122","142","100","133","15","21","15","18"
"20141122","15","100","26","48","21","19","15"
"20141122","48","142","26","15","21","16","16"
"20141122","8","11","70","6","21","18","17"
"20141122","113","100","3","52","21","19","23"
"20141122","70","138","14","6","21","19","21"
"20141122","3","4","113","52","21","16","24"
"20141122","142","100","102","133","24","22","38"
"20141122","102","133","15","142","21","10","11"
"20141122","14","6","48","138","21","16","14"
"20141115","15","48","142","150","21","12","8"
"20141115","11","70","119","143","21","19","14"
"20141115","11","8","70","138","21","15","16"
"20141115","4","102","52","157","21","18","17"
"20141115","4","3","102","137","21","13","14"
"20141115","14","100","142","150","21","18","6"
"20141115","14","48","15","26","21","7","7"
"20141115","11","119","70","102","21","19","25"
"20141115","11","102","138","161","21","7","7"
"20141115","119","70","11","8","21","15","18"
"20141115","119","70","8","143","21","15","13"
"20141115","15","26","48","133","21","12","25"
"20141115","8","137","14","138","21","17","10"
"20141115","142","100","143","150","21","15","21"
"20141115","143","26","15","142","21","18","23"
"20141115","11","119","102","6","21","19","19"
"20141115","8","70","137","138","21","19","21"
"20141115","26","143","161","158","21","11","28"
"20141115","119","6","11","14","21","12","24"
"20141115","8","138","70","48","21","9","24"
"20141115","15","100","142","133","21","16","8"
"20141115","143","161","158","26","21","18","13"
"20141115","52","154","3","157","21","16","16"
"20141115","52","157","3","154","21","18","31"
"20141115","157","113","4","52","21","16","17"
"20141115","15","161","100","143","21","17","21"
"20141115","119","6","11","14","21","16","24"
"20141115","113","4","154","3","24","22","16"
"20141115","113","157","4","52","21","19","17"
"20141115","8","48","70","138","21","18","19"
"20141115","3","157","52","154","21","19","25"
"20141115","14","119","6","11","21","14","15"
"20141115","8","70","48","138","21","12","11"
"20141115","14","119","6","11","21","16","15"
"20141115","143","100","161","158","21","18","17"
"20141115","4","154","3","113","26","24","25"
"20141115","4","154","113","157","21","15","20"
"20141115","133","142","26","15","21","17","33"
"20141115","8","48","70","138","21","18","19"
"20141115","14","119","48","8","21","15","16"
"20141115","26","158","133","142","21","18","14"
"20141115","113","4","157","3","21","18","11"
"20141115","113","157","3","4","21","18","19"
"20141115","113","157","4","52","21","15","17"
"20141115","11","70","6","138","21","15","10"
"20141115","11","119","70","14","21","15","21"
"20141115","143","161","48","138","23","21","27"
"20141115","113","4","154","128","21","15","8"
"20141103","8","11","6","70","21","9","17"
"20141103","15","48","102","133","21","14","24"
"20141103","113","135","48","15","21","12","6"
"20141103","70","119","6","11","21","18","15"
"20141103","70","119","8","11","21","18","19"
"20141103","4","52","3","113","21","18","29"
"20141103","137","3","113","102","21","12","23"
"20141103","15","135","48","133","21","12","16"
"20141103","52","133","132","135","21","17","11"
"20141103","8","119","6","70","21","13","18"
"20141103","15","135","48","132","21","15","22"
"20141103","3","102","4","113","24","22","34"
"20141103","119","6","8","11","21","18","26"
"20141103","11","6","70","119","21","12","27"
"20141103","137","52","3","102","21","15","20"
"20141103","8","70","15","11","21","17","13"
"20141103","132","48","135","119","21","16","28"
"20141103","52","113","3","4","21","16","17"
"20141103","52","113","4","137","21","16","15"
"20141103","113","137","52","102","21","14","11"
"20141103","135","48","133","143","21","6","11"
"20141103","137","102","4","3","21","16","31"
"20141103","8","70","6","119","22","20","14"
"20141103","15","135","132","143","21","10","19"
"20141103","48","15","133","102","21","12","24"
"20141103","11","119","6","70","21","8","18"
"20141103","11","119","8","70","21","9","22"
"20141103","4","113","52","3","21","12","13"
"20141103","4","113","52","137","21","14","12"
"20141103","8","119","6","15","21","16","11"
"20141103","135","143","48","132","25","23","21"
"20141103","137","102","3","52","21","18","27"
"20141103","6","119","70","11","21","16","29"
"20141103","8","6","11","70","21","15","28"
"20141103","70","6","11","15","21","14","16"
"20141103","102","113","3","52","21","16","17"
"20141103","3","113","4","52","21","10","14"
"20141103","119","48","15","11","21","19","18"
"20141103","70","133","132","143","21","17","15"
"20141103","135","48","15","143","21","13","17"
"20141103","3","113","52","4","21","8","14"
"20141103","11","119","6","70","21","19","18"
"20141103","119","6","11","8","21","18","26"
"20141103","15","102","135","143","21","15","11"
"20141103","15","119","8","6","21","16","23"
"20141103","4","52","3","113","21","13","29"
"20141103","4","113","3","102","21","15","12"
"20141103","3","113","4","52","21","19","14"
"20141103","3","113","4","52","21","16","14"
"20141103","11","70","119","6","21","15","14"
"20141025","119","6","14","15","21","12","19"
"20141025","8","119","15","11","21","13","15"
"20141025","143","6","135","100","21","11","19"
"20141025","8","11","70","6","21","14","17"
"20141025","137","113","102","4","21","16","14"
"20141025","11","119","15","70","21","16","16"
"20141025","143","135","8","133","21","14","22"
"20141025","143","100","135","138","21","16","23"
"20141025","143","135","100","133","21","15","13"
"20141025","102","113","4","137","21","18","18"
"20141025","102","113","4","137","27","25","18"
"20141025","70","113","102","137","21","15","14"
"20141025","70","113","4","137","21","19","19"
"20141025","15","119","11","6","21","19","23"
"20141025","6","119","15","11","21","15","20"
"20141025","70","4","102","137","21","19","19"
"20141025","14","6","119","11","21","16","25"
"20141025","143","100","135","138","25","23","23"
"20141025","138","100","133","135","21","15","13"
"20141025","102","4","113","70","21","17","24"
"20141025","8","11","14","15","21","8","14"
"20141025","137","113","4","102","21","19","14"
"20141025","137","113","4","70","21","16","13"
"20141025","4","70","102","113","21","17","28"
"20141025","70","113","102","4","21","18","17"
"20141018","119","6","15","11","21","10","21"
"20141018","137","52","113","70","21","19","24"
"20141018","4","102","113","52","21","16","29"
"20141018","11","119","6","15","21","16","11"
"20141018","143","100","48","138","21","18","26"
"20141018","15","119","11","8","21","15","30"
"20141018","113","4","102","137","21","15","10"
"20141018","113","52","4","70","21","15","13"
"20141018","70","137","52","102","21","19","22"
"20141018","14","135","100","143","21","18","12"
"20141018","14","138","48","133","21","18","11"
"20141018","8","11","6","119","21","15","14"
"20141018","14","6","119","15","21","14","18"
"20141018","137","4","52","102","21","17","15"
"20141018","8","6","11","15","21","10","20"
"20141018","100","48","133","143","21","10","12"
"20141018","138","100","143","135","21","15","19"
"20141018","70","113","4","137","21","15","19"
"20141018","70","113","52","102","21","15","14"
"20141018","48","100","137","133","21","10","33"
"20141018","11","119","6","14","21","11","15"
"20141018","135","48","143","100","21","16","16"
"20141018","8","14","119","15","21","16","14"
"20141018","143","135","48","100","21","16","23"
"20141018","143","135","8","133","21","15","24"
"20141018","102","137","4","70","21","18","22"
"20141018","48","138","135","133","21","8","12"
"20141011","70","11","138","148","21","16","12"
"20141011","15","100","133","143","21","13","13"
"20141011","3","113","4","102","21","18","13"
"20141011","52","113","3","137","21","18","15"
"20141011","11","6","119","8","21","14","25"
"20141011","70","148","6","138","21","16","12"
"20141011","14","143","48","135","21","15","18"
"20141011","14","143","100","15","21","14","15"
"20141011","52","137","4","102","21","18","21"
"20141011","11","8","119","148","21","19","16"
"20141011","135","48","150","133","21","15","8"
"20141011","70","6","119","138","21","19","18"
"20141011","137","113","4","102","22","20","15"
"20141011","137","113","3","52","21","13","16"
"20141011","70","148","11","8","21","15","22"
"20141011","14","143","48","135","21","14","18"
"20141011","3","52","4","102","21","10","18"
"20141011","15","100","133","150","21","10","10"
"20141011","15","143","48","100","21","12","24"
"20141011","8","119","6","138","21","12","11"
"20141011","113","102","3","4","21","17","21"
"20141011","113","102","137","52","21","12","15"
"20141011","14","48","15","143","21","10","12"
"20141011","14","150","135","133","22","20","13"
"20141011","70","138","6","8","21","12","20"
"20141011","70","148","11","119","21","18","21"
"20141011","3","137","52","4","21","14","21"
"20141004","8","119","6","70","21","12","16"
"20141004","15","48","143","164","21","13","15"
"20141004","15","100","48","150","21","15","18"
"20141004","102","113","3","4","21","18","21"
"20141004","113","102","52","137","21","11","16"
"20141004","14","119","11","138","21","19","17"
"20141004","11","70","8","6","21","17","15"
"20141004","4","137","3","52","21","18","20"
"20141004","15","143","48","164","21","19","24"
"20141004","164","143","100","150","21","11","16"
"20141004","15","100","150","143","21","11","14"
"20141004","3","52","137","113","21","13","25"
"20141004","14","70","119","138","21","18","15"
"20141004","70","6","8","11","21","16","27"
"20141004","150","48","164","100","21","14","21"
"20141004","3","4","52","137","21","17","15"
"20141004","11","48","15","143","21","10","11"
"20141004","137","4","113","102","21","16","22"
"20141004","143","48","164","150","21","14","13"
"20141004","70","6","14","138","21","15","18"
"20141004","102","113","3","52","21","14","18"
"20141004","11","100","15","143","21","13","12"
"20141004","70","14","119","138","21","16","15"
"20141004","70","119","8","6","21","18","16"
"20141004","3","113","4","137","21","14","15"
"20141004","15","48","100","143","21","11","15"
"20140927","8","15","6","70","21","12","22"
"20140927","15","70","11","119","21","14","30"
"20140927","137","4","3","113","21","16","28"
"20140927","11","119","8","6","21","16","15"
"20140927","138","132","133","150","21","15","11"
"20140927","138","48","135","143","21","19","16"
"20140927","70","6","15","119","21","14","17"
"20140927","3","113","137","154","21","18","14"
"20140927","138","132","135","143","21","19","20"
"20140927","70","100","8","11","21","19","32"
"20140927","154","100","102","52","21","18","27"
"20140927","137","52","4","102","24","22","21"
"20140927","15","6","11","119","21","15","43"
"20140927","138","14","143","132","21","13","12"
"20140927","119","6","70","100","21","17","19"
"20140927","4","154","3","113","21","19","24"
"20140927","4","150","48","133","21","13","7"
"20140927","3","52","137","102","21","19","15"
"20140927","143","152","135","133","21","19","17"
"20140927","132","135","48","143","21","15","24"
"20140927","8","11","15","119","21","19","12"
"20140927","138","14","48","132","21","18","16"
"20140927","11","15","6","70","21","16","21"
"20140927","143","135","132","133","21","15","14"
"20140927","8","70","119","100","21","13","13"
"20140927","154","113","4","52","21","19","15"
"20140927","102","113","3","137","21","15","18"
"20140927","52","113","4","102","21","16","14"
"20140927","70","6","15","11","21","16","19"
"20140927","14","48","138","135","21","13","12"
"20140927","137","4","3","52","21","12","20"
"20140927","143","132","48","133","21","16","21"
"20140927","15","119","6","100","21","19","15"
"20140927","52","113","3","102","21","16","14"
"20140927","70","119","11","8","22","20","22"
"20140927","4","113","102","137","21","13","11"
"20140927","138","135","14","132","21","18","26"
"20140927","138","143","135","133","21","13","16"
"20140927","15","100","11","6","21","15","38"
"20140927","14","48","132","143","21","14","10"
"20140927","119","6","70","11","21","19","30"
"20140927","11","119","100","15","21","8","8"
"20140927","52","113","4","102","21","19","14"
"20140927","138","135","150","133","21","15","10"
"20140927","138","135","48","14","21","14","32"
"20140927","3","113","4","137","21","19","15"
"20140927","102","113","3","137","21","19","18"
"20140927","11","6","70","15","21","13","17"
"20140927","3","4","137","52","22","20","15"
"20140927","102","133","48","135","21","14","15"
"20140927","102","133","48","138","21","15","15"
"20140927","11","15","100","119","21","16","18"
"20140927","137","4","3","52","21","13","20"
"20140920","4","52","3","70","21","13","15"
"20140920","119","6","8","161","21","10","20"
"20140920","4","157","113","137","21","16","29"
"20140920","11","100","163","15","21","15","12"
"20140920","8","119","6","161","21","18","9"
"20140920","3","102","52","70","21","18","14"
"20140920","3","102","157","4","21","9","19"
"20140920","11","15","100","163","21","12","12"
"20140920","8","119","11","15","21","12","15"
"20140920","137","52","113","70","21","19","22"
"20140920","137","52","3","102","21","18","21"
"20140920","161","6","15","163","21","14","20"
"20140920","138","143","26","142","21","19","10"
"20140920","138","143","150","142","21","15","12"
"20140920","138","143","150","142","21","16","12"
"20140920","138","133","150","142","21","10","15"
"20140920","138","135","26","142","21","14","9"
"20140920","157","113","4","70","21","15","15"
"20140920","157","113","52","137","21","15","17"
"20140920","135","142","106","26","23","21","18"
"20140920","3","70","102","4","22","20","24"
"20140920","8","11","15","119","21","18","12"
"20140920","11","119","161","100","21","14","9"
"20140920","157","113","154","52","21","19","19"
"20140920","26","135","106","138","21","13","30"
"20140920","6","70","100","161","21","15","12"
"20140920","119","6","15","11","21","11","22"
"20140920","3","137","4","102","21","18","18"
"20140920","3","157","113","137","21","18","30"
"20140920","161","70","100","119","21","18","19"
"20140920","138","150","142","26","21","15","12"
"20140920","138","135","106","150","21","18","16"
"20140920","138","106","133","142","21","19","11"
"20140920","11","6","8","15","21","7","19"
"20140920","119","6","70","161","21","19","20"
"20140920","138","106","142","26","21","19","9"
"20140920","11","15","8","100","21","16","19"
"20140920","4","157","3","52","21","16","24"
"20140920","11","8","15","161","21","14","8"
"20140920","137","154","4","3","21","14","23"
"20140920","137","113","157","52","21","15","12"
"20140920","52","4","154","163","21","16","11"
"20140920","52","154","113","157","21","16","21"
"20140920","119","70","6","100","23","21","10"
"20140920","119","70","161","6","21","18","9"
"20140920","138","106","102","133","21","19","36"
"20140920","3","4","154","163","21","10","10"
"20140920","8","161","15","11","21","18","22"
"20140920","52","113","137","157","21","16","11"
"20140920","138","106","102","133","21","17","36"
"20140920","138","137","135","26","21","14","6"
"20140920","4","154","3","113","24","22","24"
"20140920","8","11","15","161","21","19","8"
"20140920","52","157","4","137","21","13","28"
"20140913","15","119","8","11","23","21","37"
"20140913","157","3","4","137","21","17","27"
"20140913","157","3","4","113","21","17","38"
"20140913","4","157","113","137","21","19","30"
"20140913","70","161","6","15","21","18","14"
"20140913","8","148","11","119","21","16","21"
"20140913","137","143","70","14","21","14","19"
"20140913","11","119","15","6","21","12","9"
"20140913","4","113","137","157","21","18","9"
"20140913","157","113","4","3","21","17","23"
"20140913","14","148","70","161","21","19","16"
"20140913","11","15","119","26","21","12","12"
"20140913","143","8","150","6","21","15","11"
"20140913","15","70","14","148","21","18","25"
"20140913","14","143","26","150","21","13","7"
"20140913","148","6","70","8","22","20","33"
"20140913","3","157","154","113","21","17","37"
"20140913","15","119","11","26","21","12","19"
"20140913","157","113","4","3","21","19","23"
"20140913","15","119","14","11","21","13","34"
"20140913","70","100","8","6","21","18","22"
